feature,outlierCount,outlierCount%,level,statMeanDiff,statMedianDiff,statVarDiff,mi
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_tujiorum,0,0.0,7,1.9549068e-05,0.0,5.346054e-08,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum,0,0.0,7,-9.443642e-05,0.0,-2.005187e-06,0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_YY7918,0,0.0,7,-6.164411e-05,0.0,-5.1430743e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_agnetis,0,0.0,7,-0.0061215274,0.0,-0.0059525007,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_lindianensis|t__SGB29633,0,0.0,8,-6.910405e-05,0.0,-7.6111655e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus|t__SGB7952,0,0.0,8,-0.00014222314,0.0,4.822459e-07,0.01583240270792219
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Paucilactobacillus|s__Paucilactobacillus_vaccinostercus|t__SGB7173,0,0.0,8,0.00013513828,0.0,1.191486e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_c_25|t__SGB4621,0,0.0,8,5.8104633e-05,0.0,1.8740138e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_aggregans|t__SGB4077,0,0.0,8,-0.0004893103,0.0,-4.9954556e-06,0.03764639059093078
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_senmaizukei|t__SGB7197,0,0.0,8,-0.0002117801,0.0,-1.5886903e-06,0.032614903874377266
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_tangyuanensis|t__SGB29643,0,0.0,8,7.647695e-05,0.0,5.3074046e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB29577,0,0.0,8,1.2184697e-05,0.0,6.739242e-07,0.05995183816860683
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_dispar|t__SGB7957,0,0.0,8,1.824391e-05,0.0,-2.6755362e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Furfurilactobacillus|s__Furfurilactobacillus_rossiae|t__SGB7165,0,0.0,8,-0.00022720246,0.0,-2.2701006e-06,0.02655647763855362
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Jeotgalicoccus|s__Jeotgalicoccus_aerolatus|t__SGB24958,0,0.0,8,1.7309845e-05,0.0,-3.7679274e-07,0.0014427252093620613
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Schleiferilactobacillus|s__Schleiferilactobacillus_harbinensis|t__SGB7136,0,0.0,8,-0.00044346694,0.0,-5.7509033e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_namurensis|t__SGB7191,0,0.0,8,-0.00029705308,0.0,-1.9924357e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri|t__SGB7980,0,0.0,8,0.00045702246,0.0,8.910805e-06,0.0008297886955321854
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_armenti|t__SGB109871,0,0.0,8,-1.6388622e-06,0.0,1.4963796e-08,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus_pontis|t__SGB7090,0,0.0,8,-0.0005189487,0.0,-8.49555e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_sp_HBUAS51964|t__SGB109639,0,0.0,8,-3.7533824e-05,0.0,-1.7159891e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_brevis|t__SGB109625,0,0.0,8,-1.2479963e-05,0.0,-2.7816404e-07,0.006533313919114603
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius|t__SGB8022,0,0.0,8,0.00021928333,0.0,5.272222e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Hespellia|s__Hespellia_stercorisuis|t__SGB4593,0,0.0,8,-2.2616252e-05,0.0,5.171242e-07,0.0031595864049862588
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini|t__SGB7927,0,0.0,8,5.4099448e-05,0.0,1.443665e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_ravenspurgense|t__SGB17204,0,0.0,8,-9.959898e-05,0.0,-2.36804e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae|g__Brochothrix|s__Brochothrix_thermosphacta|t__SGB7517,0,0.0,8,-2.0063386e-05,0.0,-2.0977926e-07,0.0009006983652959377
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_sp_Root552|t__SGB11026,0,0.0,8,5.6249996e-06,0.0,5.568751e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Weissella|s__Weissella_hellenica|t__SGB7117,0,0.0,8,-2.5291973e-05,0.0,-2.1217559e-07,0.004072208780634412
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Levilactobacillus|s__Levilactobacillus_tujiorum|t__SGB80449,0,0.0,8,1.9549068e-05,0.0,5.346054e-08,0.017983023076560523
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_amycolatum|t__SGB17036,0,0.0,8,-9.443642e-05,0.0,-2.005187e-06,0.056108662957214506
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_sp_YY7918|t__SGB14811,0,0.0,8,-6.164411e-05,0.0,-5.1430743e-07,0.02131057740698017
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_agnetis|t__SGB7822,0,0.0,8,-0.0061215274,0.0,-0.0059525007,0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae,0,0.0,5,-0.074587956,0.0,-1.1501942,0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Teunomyces,0,0.0,6,-0.074587956,0.0,-1.1501942,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia,0,0.0,6,-0.016836977,0.0,-0.025716752,0.02902472731310679
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Teunomyces|s__Candida_sake,0,0.0,7,-0.074587956,0.0,-1.1501942,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_amnigena,0,0.0,7,-0.016836977,0.0,-0.025716752,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_tructae,0,0.0,7,0.3789028,0.0,26.373442,0.0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Debaryomycetaceae|g__Teunomyces|s__Candida_sake|t__EUK39397,0,0.0,8,-0.074587956,0.0,-1.1501942,0.005079293615018576
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Lelliottia|s__Lelliottia_amnigena|t__SGB10142,0,0.0,8,-0.016836977,0.0,-0.025716752,0.016364588184486273
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter_tructae|t__SGB31129,0,0.0,8,0.3789028,0.0,26.373442,0.014329624580755151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453,0,0.0,6,0.00015585228,0.0,1.2452685e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14844,0,0.0,7,0.00015585228,0.0,1.2452685e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9453|s__GGB9453_SGB14844|t__SGB14844,0,0.0,8,0.00015585228,0.0,1.2452685e-06,0.017246041179119986
k__Bacteria|p__Firmicutes|c__CFGB2880,0,0.0,3,0.00020225038,0.0,5.077266e-06,0.0
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880,0,0.0,4,0.00020225038,0.0,5.077266e-06,0.05357055231024366
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880,0,0.0,5,0.00020225038,0.0,5.077266e-06,0.01049277375250024
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880|g__GGB9184,0,0.0,6,0.00020225038,0.0,5.077266e-06,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lactis,0,0.0,7,-0.0010338861,0.0,-0.00022342235,0.019980877975561473
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880|g__GGB9184|s__GGB9184_SGB14123,0,0.0,7,0.00020225038,0.0,5.077266e-06,0.00199860952767672
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_lactis|t__SGB17037,0,0.0,8,-0.0010338861,0.0,-0.00022342235,0.0
k__Bacteria|p__Firmicutes|c__CFGB2880|o__OFGB2880|f__FGB2880|g__GGB9184|s__GGB9184_SGB14123|t__SGB14123,0,0.0,8,0.00020225038,0.0,5.077266e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_durrellii,0,0.0,7,-0.0024904625,0.0,-0.001073016,0.04581745782360236
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_durrellii|t__SGB94573,0,0.0,8,-0.0024904625,0.0,-0.001073016,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae,0,0.0,5,0.0011189729,0.0,0.00015774333,0.044244747162341724
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Globicatella,0,0.0,6,6.631207e-05,0.0,1.8682424e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa,0,0.0,6,-1.9688647e-05,0.0,3.056698e-07,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_penaei,0,0.0,7,0.0008036364,0.0,0.000113666356,0.005240631752507108
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Globicatella|s__Globicatella_sulfidifaciens,0,0.0,7,6.631207e-05,0.0,1.8682424e-06,0.046099172288697865
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_algida,0,0.0,7,-1.9688647e-05,0.0,3.056698e-07,0.005958212484414416
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus|s__Vagococcus_penaei|t__SGB7920,0,0.0,8,0.0008036364,0.0,0.000113666356,0.013193168335163152
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Globicatella|s__Globicatella_sulfidifaciens|t__SGB7813,0,0.0,8,6.631207e-05,0.0,1.8682424e-06,0.012632506456449866
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Dellaglioa|s__Dellaglioa_algida|t__SGB7252,0,0.0,8,-1.9688647e-05,0.0,3.056698e-07,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_moniliforme,0,0.0,7,7.847282e-05,0.0,1.713997e-06,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_moniliforme|t__SGB69465,0,0.0,8,7.847282e-05,0.0,1.713997e-06,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae,0,0.0,5,-0.013571128,0.0,-0.003988702,0.053458602893114326
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella,0,0.0,6,0.00028267046,0.0,1.4062853e-05,0.03498315920277095
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckiaceae_unclassified,0,0.0,6,-0.013571128,0.0,-0.003988702,0.07073299516750642
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Kinneretia,0,0.0,6,8.181818e-05,0.0,1.1781816e-06,0.007206252092052834
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_1608163,0,0.0,7,0.0020183523,0.0,0.0007169791,0.020972559805352287
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_guangdongensis,0,0.0,7,0.00028267046,0.0,1.4062853e-05,0.022218583759112454
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckiaceae_unclassified|s__Beijerinckiaceae_bacterium_RH_AL1,0,0.0,7,-0.013571128,0.0,-0.003988702,0.015675103361763698
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Kinneretia|s__Kinneretia_sp_DAIF2,0,0.0,7,8.181818e-05,0.0,1.1781816e-06,0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii,0,0.0,7,-0.039338965,0.0,-0.03143254,0.05342696468096064
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_1608163|t__SGB12689,0,0.0,8,0.0020183523,0.0,0.0007169791,0.057720418759514835
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Pseudoduganella|s__Pseudoduganella_guangdongensis|t__SGB88596,0,0.0,8,0.00028267046,0.0,1.4062853e-05,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae|g__Beijerinckiaceae_unclassified|s__Beijerinckiaceae_bacterium_RH_AL1|t__SGB56617,0,0.0,8,-0.013571128,0.0,-0.003988702,0.05187253375690193
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Kinneretia|s__Kinneretia_sp_DAIF2|t__SGB93709,0,0.0,8,8.181818e-05,0.0,1.1781816e-06,0.031132186870423295
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Ralstonia|s__Ralstonia_pickettii|t__SGB12924,0,0.0,8,-0.039338965,0.0,-0.03143254,0.03646053837526764
UNCLASSIFIED,0,0.0,1,-0.009852886,0.0,-0.9853287,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae,0,0.0,5,-0.019788966,0.0,-0.061244622,0.03926541668534833
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Antrihabitans,0,0.0,6,-6.9379596e-05,0.0,-3.1765103e-07,0.030210194186252703
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Antrihabitans|s__Antrihabitans_stalagmiti,0,0.0,7,-6.9379596e-05,0.0,-3.1765103e-07,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Antrihabitans|s__Antrihabitans_stalagmiti|t__SGB93253,0,0.0,8,-6.9379596e-05,0.0,-3.1765103e-07,0.024403298121477457
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii,0,0.0,7,0.0005023962,0.0,4.645327e-05,0.010473340781777862
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_algidicarnis,0,0.0,7,0.00020914314,0.0,3.995186e-06,0.034681033757379076
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus|s__Caldibacillus_debilis,0,0.0,7,0.0004346394,0.0,3.0674753e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_taiwanensis,0,0.0,7,4.090909e-06,0.0,1.6883113e-09,0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii|t__SGB10398,0,0.0,8,0.0005023962,0.0,4.645327e-05,0.016333514514444536
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_algidicarnis|t__SGB24909,0,0.0,8,0.00020914314,0.0,3.995186e-06,0.012620453458976222
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Caldibacillus|s__Caldibacillus_debilis|t__SGB8338,0,0.0,8,0.0004346394,0.0,3.0674753e-05,0.014179816993732164
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gilvus|t__SGB7933,0,0.0,8,-2.2865206e-06,0.0,5.8550995e-09,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_taiwanensis|t__SGB25314,0,0.0,8,4.090909e-06,0.0,1.6883113e-09,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB94928,0,0.0,8,1.075281e-06,0.0,-7.0552773e-09,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae,0,0.0,5,-0.33788374,0.0,-19.755165,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium,0,0.0,6,-0.33788374,0.0,-19.755165,0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum,0,0.0,7,-0.33759654,0.0,-19.755344,0.027211370342156815
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_psychrophilum|t__SGB2947,0,0.0,8,-0.33759654,0.0,-19.755344,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae,0,0.0,5,-0.013681095,0.0,-0.004016016,0.024746484066382246
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae,0,0.0,5,-0.00010202313,0.0,-1.8007088e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Massilibacterium,0,0.0,6,0.005137042,0.0,0.0050979876,0.02096191301820105
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium,0,0.0,6,-0.013681095,0.0,-0.004016016,0.0501310485626949
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia,0,0.0,6,-0.00010202313,0.0,-1.8007088e-06,0.017172825633124944
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Massilibacterium|s__Massilibacterium_senegalense,0,0.0,7,0.005137042,0.0,0.0050979876,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337,0,0.0,7,-0.013660459,0.0,-0.0039981822,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_paraffinivorans,0,0.0,7,-0.00010202313,0.0,-1.8007088e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Massilibacterium|s__Massilibacterium_senegalense|t__SGB30040,0,0.0,8,0.005137042,0.0,0.0050979876,0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Bradyrhizobium|s__Bradyrhizobium_SGB11337|t__SGB11337,0,0.0,8,-0.013660459,0.0,-0.0039981822,0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_paraffinivorans|t__SGB15796,0,0.0,8,-0.00010202313,0.0,-1.8007088e-06,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Ruoffia,0,0.0,6,0.00045432767,0.0,3.5671557e-05,0.0031720290160297537
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus,0,0.0,6,0.0005983333,0.0,4.208782e-05,0.010269469517734775
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Ruoffia|s__Ruoffia_tabacinasalis,0,0.0,7,0.00045432767,0.0,3.5671557e-05,0.016760554841198427
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_urinaeequi,0,0.0,7,0.0005983333,0.0,4.208782e-05,0.013533310102492146
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus|s__Lapidilactobacillus_concavus,0,0.0,7,-3.0225347e-06,0.0,4.431984e-08,0.026216464261290984
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Ruoffia|s__Ruoffia_tabacinasalis|t__SGB25051,0,0.0,8,0.00045432767,0.0,3.5671557e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Aerococcus|s__Aerococcus_urinaeequi|t__SGB7897,0,0.0,8,0.0005983333,0.0,4.208782e-05,0.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lapidilactobacillus|s__Lapidilactobacillus_concavus|t__SGB7229,0,0.0,8,-3.0225347e-06,0.0,4.431984e-08,0.0
k__Bacteria|p__Firmicutes|c__CFGB9718,0,0.0,3,1.25e-05,0.0,2.7500015e-08,0.021771172208549183
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718,0,0.0,4,1.25e-05,0.0,2.7500015e-08,0.05122332418769093
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718,0,0.0,5,1.25e-05,0.0,2.7500015e-08,0.027637202071713496
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469,0,0.0,6,-4.2656993e-05,0.0,-8.2728866e-07,0.011414535849047391
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9452,0,0.0,6,1.884163e-05,0.0,6.379476e-08,0.0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569,0,0.0,6,1.25e-05,0.0,2.7500015e-08,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580,0,0.0,6,-7.992874e-05,0.0,-3.2201224e-06,0.02689530627251102
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Clostridium_spiroforme,0,0.0,7,0.00023919137,0.0,5.9981003e-06,0.01929457367177867
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9469|s__GGB9469_SGB14863,0,0.0,7,-4.2656993e-05,0.0,-8.2728866e-07,0.030091544927202563
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9452|s__GGB9452_SGB14843,0,0.0,7,1.884163e-05,0.0,6.379476e-08,0.0
k__Bacteria|p__Firmicutes|c__CFGB9718|o__OFGB9718|f__FGB9718|g__GGB3569|s__GGB3569_SGB4776,0,0.0,7,1.25e-05,0.0,2.7500015e-08,0.02757670065018103
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__GGB9580|s__GGB9580_SGB14998,0,0.0,7,-3.865706e-05,0.0,-1.4942223e-06,0.0
